,Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales,Total Football Spending,footall_expense_pct,football_expense_pct
0,Appalachian State,197869,2005,Football Championship Subdivision,,8011932.0,186852.0,264786.0,739636.0,1863587.0,2243746.0,7634231.0,349607.0,845626.0,347600.0,458280.0,5298607.0,0.6613394871549084,0.6613394871549084
1,Appalachian State,197869,2006,Football Championship Subdivision,,9042340.0,204373.0,237661.0,802464.0,2132586.0,2402572.0,9110063.0,537487.0,1023455.0,965424.0,650723.0,5779656.0,0.6391770271854409,0.6391770271854409
2,Appalachian State,197869,2007,Football Championship Subdivision,,10513168.0,242362.0,236282.0,994757.0,2290210.0,2447225.0,10485631.0,639854.0,969301.0,378750.0,995564.0,6210836.0,0.5907673120033847,0.5907673120033847
3,Appalachian State,197869,2008,Football Championship Subdivision,,13687188.0,430711.0,390177.0,1248106.0,2965514.0,2777856.0,13208247.0,863268.0,1136014.0,563000.0,1257217.0,7812364.0,0.5707793302758755,0.5707793302758755
4,Appalachian State,197869,2009,Football Championship Subdivision,,15785349.0,387242.0,295868.0,1515629.0,3305658.0,2992105.0,15236543.0,711857.0,757961.0,909620.0,2465277.0,8496502.0,0.5382524010080487,0.5382524010080487
5,Appalachian State,197869,2010,Football Championship Subdivision,,16185310.0,293474.0,306944.0,1202154.0,3229016.0,3705780.0,15865704.0,720512.0,1663016.0,536668.0,2728336.0,8737368.0,0.5398332191351293,0.5398332191351293
6,Appalachian State,197869,2011,Football Championship Subdivision,,15454170.0,295888.0,329633.0,1706934.0,3325949.0,3675867.0,17748605.0,463810.0,2885516.0,801863.0,2340610.0,9334271.0,0.603996914748576,0.603996914748576
7,Appalachian State,197869,2012,Football Championship Subdivision,,17238578.0,331050.0,366522.0,1954956.0,3348753.0,3963863.0,18644606.0,743015.0,2216186.0,747451.0,2374848.0,9965144.0,0.5780722748709319,0.5780722748709319
8,Appalachian State,197869,2013,Football Championship Subdivision,,21395675.0,360772.0,505640.0,1965573.0,4170127.0,4223727.0,19775727.0,967869.0,3633146.0,704337.0,2334633.0,11225839.0,0.5246779547735699,0.5246779547735699
9,Appalachian State,197869,2014,Football Championship Subdivision,,19320283.0,408579.0,504251.0,2010246.0,4010565.0,4724072.0,19414754.0,1006425.0,3520678.0,807269.0,1951631.0,11657713.0,0.6033924554831831,0.6033924554831831
10,Appalachian State,197869,2015,Football Bowl Subdivision,Sun Belt Conference,30648792.0,124620.0,373761.0,3545473.0,4407085.0,5103730.0,29695016.0,1023563.0,3792320.0,1457685.0,1604339.0,13554669.0,0.44225785473045726,0.44225785473045726
11,Appalachian State,197869,2016,Football Bowl Subdivision,Sun Belt Conference,31523281.0,129963.0,496723.0,3945972.0,4768157.0,5426717.0,31712155.0,1021924.0,3861260.0,1188700.0,1573482.0,14767532.0,0.46846430737967915,0.46846430737967915
12,Appalachian State,197869,2017,Football Bowl Subdivision,Sun Belt Conference,35065566.0,466264.0,589564.0,4409568.0,5921036.0,6267280.0,35058621.0,1133383.0,2918412.0,1893750.0,2488012.0,17653712.0,0.5034486538731472,0.5034486538731472
13,Appalachian State,197869,2018,Football Bowl Subdivision,Sun Belt Conference,36853981.0,334825.0,503266.0,3901844.0,6218159.0,6534872.0,36940867.0,1279413.0,4602783.0,1646250.0,3148113.0,17492966.0,0.4746560758252955,0.4746560758252955
14,Arizona State,104151,2005,Football Bowl Subdivision,Pacific-12 Conference,39749018.0,1033663.0,735565.0,4242638.0,7146830.0,7110620.0,41334126.0,3403024.0,8580779.0,1465371.0,7179440.0,20269316.0,0.5099324969487297,0.5099324969487297
15,Arizona State,104151,2006,Football Bowl Subdivision,Pacific-12 Conference,48897603.0,1056706.0,964819.0,4607190.0,7884260.0,7859854.0,50268561.0,3860104.0,11791138.0,1164271.0,10254504.0,22372829.0,0.4575444935409206,0.4575444935409206
16,Arizona State,104151,2007,Football Bowl Subdivision,Pacific-12 Conference,54832410.0,1050902.0,751269.0,6253465.0,9079318.0,9057244.0,54735433.0,4084468.0,11823287.0,1812721.0,8811409.0,26192198.0,0.47767730800087027,0.47767730800087027
17,Arizona State,104151,2008,Football Bowl Subdivision,Pacific-12 Conference,54296003.0,1284295.0,758146.0,6591268.0,10213939.0,9310610.0,54833194.0,4072559.0,12146808.0,890818.0,13341701.0,28158258.0,0.5186064616947955,0.5186064616947955
18,Arizona State,104151,2009,Football Bowl Subdivision,Pacific-12 Conference,53032149.0,1276932.0,676453.0,5906947.0,10132711.0,9296638.0,51892026.0,4626539.0,10989254.0,1682572.0,13418157.0,27289681.0,0.5145875004989898,0.5145875004989898
19,Arizona State,104151,2010,Football Bowl Subdivision,Pacific-12 Conference,57905546.0,1161431.0,796769.0,5618625.0,10641906.0,9886143.0,56505165.0,10447662.0,10095247.0,1274580.0,12039166.0,28104874.0,0.48535720568112767,0.48535720568112767
20,Arizona State,104151,2011,Football Bowl Subdivision,Pacific-12 Conference,57080884.0,1056232.0,723111.0,6001109.0,10699714.0,10362086.0,55294113.0,10816783.0,11982854.0,1726998.0,8103692.0,28842252.0,0.5052874093540668,0.5052874093540668
21,Arizona State,104151,2012,Football Bowl Subdivision,Pacific-12 Conference,65587903.0,1121391.0,897577.0,7245906.0,11717658.0,11168165.0,59855508.0,11167339.0,11265732.0,982651.0,9059072.0,32150697.0,0.490192482598506,0.490192482598506
22,Arizona State,104151,2013,Football Bowl Subdivision,Pacific-12 Conference,65600187.0,1470458.0,1172091.0,7763248.0,13608615.0,12136090.0,65673955.0,9028905.0,12737532.0,300000.0,9589992.0,36150502.0,0.551073154715245,0.551073154715245
23,Arizona State,104151,2014,Football Bowl Subdivision,Pacific-12 Conference,74553104.0,1595842.0,1108996.0,8572188.0,16713127.0,12701825.0,74729269.0,10148054.0,13499765.0,1400000.0,12885134.0,40691978.0,0.5458119892633847,0.5458119892633847
24,Arizona State,104151,2015,Football Bowl Subdivision,Pacific-12 Conference,83873516.0,1846329.0,1174263.0,9375181.0,17775568.0,11344540.0,84440040.0,10279135.0,14770823.0,0.0,11042051.0,41515881.0,0.4949820036160163,0.4949820036160163
25,Arizona State,104151,2016,Football Bowl Subdivision,Pacific-12 Conference,89086777.0,1504430.0,1201961.0,9058326.0,17067549.0,13913627.0,94662743.0,13656265.0,16660713.0,2344292.0,11899256.0,42745893.0,0.4798230942848005,0.4798230942848005
26,Arizona State,104151,2017,Football Bowl Subdivision,Pacific-12 Conference,98825395.0,1771453.0,1482432.0,8527066.0,19134263.0,14775932.0,101579860.0,16611557.0,19802494.0,568500.0,10033481.0,45691146.0,0.46234215405868095,0.46234215405868095
27,Arizona State,104151,2018,Football Bowl Subdivision,Pacific-12 Conference,126782387.0,1630447.0,1543683.0,11221325.0,20838455.0,15708959.0,113636755.0,18070949.0,24994817.0,506500.0,12401920.0,50942869.0,0.4018134553658467,0.4018134553658467
28,Arkansas State,106458,2005,Football Bowl Subdivision,Sun Belt Conference,9424316.0,137850.0,187579.0,1301564.0,1974202.0,2444751.0,7214040.0,449485.0,563046.0,1365850.0,803100.0,6045946.0,0.6415262391456313,0.6415262391456313
29,Arkansas State,106458,2006,Football Bowl Subdivision,Sun Belt Conference,10416949.0,205447.0,209664.0,1391805.0,2480031.0,2527687.0,7821660.0,392271.0,502438.0,654320.0,1464000.0,6814634.0,0.6541871329119495,0.6541871329119495
30,Arkansas State,106458,2007,Football Bowl Subdivision,Sun Belt Conference,10392939.0,184744.0,220932.0,1572965.0,2515350.0,2688976.0,7827764.0,404918.0,539127.0,1295990.0,943097.0,7182967.0,0.6911391474538626,0.6911391474538626
31,Arkansas State,106458,2008,Football Bowl Subdivision,Sun Belt Conference,10388098.0,154858.0,231888.0,1409834.0,2452978.0,2873555.0,8392852.0,378677.0,398116.0,1888150.0,957610.0,7123113.0,0.6856994418034947,0.6856994418034947
32,Arkansas State,106458,2009,Football Bowl Subdivision,Sun Belt Conference,11051532.0,163849.0,246843.0,1692966.0,2054015.0,3008922.0,9975076.0,256893.0,614531.0,1881000.0,995033.0,7166595.0,0.6484707278592687,0.6484707278592687
33,Arkansas State,106458,2010,Football Bowl Subdivision,Sun Belt Conference,13332956.0,163892.0,246524.0,1693298.0,3338898.0,4157892.0,9478903.0,332663.0,586760.0,2200000.0,889970.0,9600504.0,0.7200581776464274,0.7200581776464274
34,Arkansas State,106458,2011,Football Bowl Subdivision,Sun Belt Conference,13374507.0,117146.0,312371.0,1880131.0,2767091.0,4558885.0,13374507.0,203881.0,64506.0,2792250.0,837468.0,9635624.0,0.720447041524596,0.720447041524596
35,Arkansas State,106458,2012,Football Bowl Subdivision,Sun Belt Conference,15307308.0,147346.0,301878.0,2130975.0,3208770.0,4764140.0,15307308.0,482788.0,84237.0,2245200.0,1296962.0,10553109.0,0.6894163885642074,0.6894163885642074
36,Arkansas State,106458,2013,Football Bowl Subdivision,Sun Belt Conference,16281038.0,90075.0,396511.0,2547630.0,3727281.0,4357902.0,16281038.0,251348.0,403388.0,2250000.0,1398414.0,11119399.0,0.682966221195479,0.682966221195479
37,Arkansas State,106458,2014,Football Bowl Subdivision,Sun Belt Conference,20151793.0,170297.0,432068.0,2743236.0,3762577.0,5384046.0,20151793.0,644444.0,1560468.0,1921000.0,1455252.0,12492224.0,0.6199063279381641,0.6199063279381641
38,Arkansas State,106458,2015,Football Bowl Subdivision,Sun Belt Conference,29211785.0,173356.0,429375.0,2787993.0,4062200.0,5434855.0,29211785.0,1404252.0,6281980.0,1533000.0,1313939.0,12887779.0,0.44118423437663945,0.44118423437663945
39,Arkansas State,106458,2016,Football Bowl Subdivision,Sun Belt Conference,43102044.0,293925.0,467315.0,3418411.0,4271784.0,6755420.0,43102044.0,1619354.0,2220434.0,1773000.0,1666852.0,15206855.0,0.3528105302848283,0.3528105302848283
40,Arkansas State,106458,2017,Football Bowl Subdivision,Sun Belt Conference,39459027.0,235302.0,546870.0,3289607.0,4519859.0,6858838.0,39459027.0,2748570.0,9594061.0,1974500.0,1507387.0,15450476.0,0.3915574502128499,0.3915574502128499
41,Arkansas State,106458,2018,Football Bowl Subdivision,Sun Belt Conference,40098989.0,259991.0,475581.0,3380497.0,4778912.0,7265690.0,40098989.0,3497265.0,9541269.0,1986500.0,1374396.0,16160671.0,0.40301941278369885,0.40301941278369885
42,Auburn,100858,2005,Football Bowl Subdivision,Southeastern Conference,61314114.0,506357.0,1456760.0,5498654.0,9698471.0,6124949.0,57395152.0,888953.0,22865880.0,825000.0,15842982.0,23285191.0,0.3797688571345906,0.3797688571345906
43,Auburn,100858,2006,Football Bowl Subdivision,Southeastern Conference,63249119.0,745190.0,1739224.0,5545630.0,10270828.0,6614949.0,66599925.0,1110444.0,26306262.0,825480.0,20099721.0,24915821.0,0.3939315107298174,0.3939315107298174
44,Auburn,100858,2007,Football Bowl Subdivision,Southeastern Conference,68910465.0,726098.0,1375569.0,6207463.0,10905708.0,6594450.0,81799266.0,977585.0,31715011.0,0.0,21796102.0,25809288.0,0.37453365029535063,0.37453365029535063
45,Auburn,100858,2008,Football Bowl Subdivision,Southeastern Conference,69841200.0,649485.0,1452521.0,6388877.0,11330594.0,7141616.0,89311824.0,6079271.0,34897688.0,106289.0,21991623.0,26963093.0,0.3860628540173995,0.3860628540173995
46,Auburn,100858,2009,Football Bowl Subdivision,Southeastern Conference,85480343.0,644218.0,1585843.0,6614035.0,11930855.0,7554922.0,87001413.0,3396585.0,32080789.0,380000.0,23514179.0,28329873.0,0.3314197393896747,0.3314197393896747
47,Auburn,100858,2010,Football Bowl Subdivision,Southeastern Conference,90908902.0,679440.0,1671581.0,7261953.0,13928324.0,8797738.0,92611558.0,3188793.0,29731122.0,0.0,24732134.0,32339036.0,0.35573013520722097,0.35573013520722097
48,Auburn,100858,2011,Football Bowl Subdivision,Southeastern Conference,100497784.0,852477.0,2132892.0,8859213.0,19795958.0,9733611.0,103982441.0,5154986.0,32849477.0,34900.0,28976730.0,41374151.0,0.41169217223735005,0.41169217223735005
49,Auburn,100858,2012,Football Bowl Subdivision,Southeastern Conference,96315831.0,600138.0,2544910.0,7522375.0,17670721.0,9989376.0,105951251.0,6886435.0,33467775.0,1033075.0,29241252.0,38327520.0,0.3979358284309461,0.3979358284309461
50,Auburn,100858,2013,Football Bowl Subdivision,Southeastern Conference,103126413.0,997064.0,2796184.0,7698941.0,16899520.0,10405906.0,103680609.0,5217605.0,31832026.0,2350218.0,28494559.0,38797615.0,0.3762141421519238,0.3762141421519238
51,Auburn,100858,2014,Football Bowl Subdivision,Southeastern Conference,126470602.0,1034511.0,2709528.0,11203454.0,20371279.0,12004603.0,113716004.0,5275554.0,39409078.0,38000.0,29833441.0,47323375.0,0.37418478485616763,0.37418478485616763
52,Auburn,100858,2015,Football Bowl Subdivision,Southeastern Conference,115498047.0,880528.0,2410161.0,8374185.0,21120891.0,14945396.0,124657247.0,6062826.0,37004887.0,458000.0,30181317.0,47731161.0,0.41326379310985234,0.41326379310985234
53,Auburn,100858,2016,Football Bowl Subdivision,Southeastern Conference,124864399.0,995101.0,2257968.0,9595853.0,22553348.0,15559381.0,140070593.0,6196360.0,35720710.0,3240000.0,32165386.0,50961651.0,0.4081359571514055,0.4081359571514055
54,Auburn,100858,2017,Football Bowl Subdivision,Southeastern Conference,132885979.0,980666.0,2213392.0,10961398.0,23620156.0,15892927.0,147511034.0,8824420.0,35411244.0,58000.0,32991096.0,53668539.0,0.403869086895917,0.403869086895917
55,Auburn,100858,2018,Football Bowl Subdivision,Southeastern Conference,139798191.0,935294.0,2083737.0,12219736.0,27013672.0,16998307.0,147620569.0,9630402.0,35683958.0,44000.0,33213941.0,59250746.0,0.42383056301493915,0.42383056301493915
56,Ball State,150136,2005,Football Bowl Subdivision,Mid-American Conference,14803177.0,255837.0,214867.0,1127352.0,3111336.0,4298035.0,15146885.0,167225.0,1457295.0,635600.0,583227.0,9007427.0,0.608479314947055,0.608479314947055
57,Ball State,150136,2006,Football Bowl Subdivision,Mid-American Conference,16189583.0,114034.0,223864.0,1390792.0,3412399.0,4460687.0,16192664.0,226643.0,1522225.0,1103500.0,1008701.0,9601776.0,0.5930835896143836,0.5930835896143836
58,Ball State,150136,2007,Football Bowl Subdivision,Mid-American Conference,17144947.0,203461.0,290463.0,1602935.0,3437963.0,4787336.0,17300783.0,187832.0,1925350.0,830386.0,1142979.0,10322158.0,0.6020524881179277,0.6020524881179277
59,Ball State,150136,2008,Football Bowl Subdivision,Mid-American Conference,19441780.0,259677.0,175888.0,2850536.0,4582390.0,5151168.0,22125129.0,321343.0,7876791.0,1498000.0,755855.0,13019659.0,0.6696742273598405,0.6696742273598405
60,Ball State,150136,2009,Football Bowl Subdivision,Mid-American Conference,19616773.0,555659.0,236362.0,1365654.0,4371472.0,5217301.0,20498088.0,628904.0,1285632.0,258400.0,1019853.0,11746448.0,0.5987961424644105,0.5987961424644105
61,Ball State,150136,2010,Football Bowl Subdivision,Mid-American Conference,17347944.0,255695.0,214168.0,1591952.0,4090285.0,5508883.0,20132632.0,588619.0,1353053.0,1062816.0,693218.0,11660983.0,0.6721824211560747,0.6721824211560747
62,Ball State,150136,2011,Football Bowl Subdivision,Mid-American Conference,19506118.0,177152.0,219885.0,1583341.0,4075945.0,6036566.0,20483476.0,719088.0,1444423.0,1295500.0,628719.0,12092889.0,0.6199536473633555,0.6199536473633555
63,Ball State,150136,2012,Football Bowl Subdivision,Mid-American Conference,20174709.0,310474.0,251521.0,1699257.0,4366015.0,6367661.0,21129858.0,591552.0,1543123.0,1111476.0,1562948.0,12994928.0,0.6441197243538928,0.6441197243538928
64,Ball State,150136,2013,Football Bowl Subdivision,Mid-American Conference,22727145.0,574159.0,381883.0,2465660.0,4817146.0,6673197.0,21315999.0,518027.0,571219.0,1047000.0,555765.0,14912045.0,0.6561336674712112,0.6561336674712112
65,Ball State,150136,2014,Football Bowl Subdivision,Mid-American Conference,25245450.0,743045.0,396476.0,3027467.0,4814904.0,6998305.0,23424359.0,721138.0,697601.0,939120.0,1018482.0,15980197.0,0.6329931532216696,0.6329931532216696
66,Ball State,150136,2015,Football Bowl Subdivision,Mid-American Conference,25495662.0,715917.0,365643.0,2713085.0,5128843.0,7250433.0,22800600.0,226030.0,650667.0,1232696.0,609292.0,16173921.0,0.6343793308838186,0.6343793308838186
67,Ball State,150136,2016,Football Bowl Subdivision,Mid-American Conference,27226309.0,778796.0,410694.0,2821501.0,5445289.0,7926764.0,25542539.0,275746.0,310062.0,1833000.0,1064726.0,17383044.0,0.6384649494722182,0.6384649494722182
68,Ball State,150136,2017,Football Bowl Subdivision,Mid-American Conference,27410745.0,416564.0,492471.0,2690372.0,5191011.0,8367947.0,26098565.0,326339.0,770198.0,734250.0,513427.0,17158365.0,0.6259722236663031,0.6259722236663031
69,Ball State,150136,2018,Football Bowl Subdivision,Mid-American Conference,28443728.0,347445.0,479643.0,2654408.0,5646348.0,8228569.0,28634103.0,466700.0,667668.0,1507500.0,1043360.0,17356413.0,0.6102017639881805,0.6102017639881805
70,Boise State,142115,2005,Football Bowl Subdivision,Western Athletic Conference,16852312.0,137458.0,269561.0,1424176.0,3871151.0,2502743.0,16912927.0,1160696.0,1921897.0,0.0,3556301.0,8205089.0,0.48688209665237625,0.48688209665237625
71,Boise State,142115,2006,Football Bowl Subdivision,Western Athletic Conference,20666105.0,49427.0,308093.0,1922610.0,4345775.0,3908176.0,20593090.0,1809906.0,2771494.0,767850.0,3845490.0,10534081.0,0.5097274498508548,0.5097274498508548
72,Boise State,142115,2007,Football Bowl Subdivision,Western Athletic Conference,25275959.0,65304.0,349514.0,3051264.0,5510610.0,4156307.0,26236398.0,1850843.0,3522400.0,415650.0,4430742.0,13132999.0,0.5195845981551086,0.5195845981551086
73,Boise State,142115,2008,Football Bowl Subdivision,Western Athletic Conference,25607867.0,123475.0,359735.0,2204044.0,5567383.0,4785755.0,25578051.0,2253195.0,2884410.0,626500.0,6237477.0,13040392.0,0.509233822559294,0.509233822559294
74,Boise State,142115,2009,Football Bowl Subdivision,Western Athletic Conference,30207049.0,121543.0,330559.0,2822673.0,5900741.0,4854899.0,29936613.0,2338780.0,6406382.0,600000.0,5669473.0,14030415.0,0.46447486479066524,0.46447486479066524
75,Boise State,142115,2010,Football Bowl Subdivision,Western Athletic Conference,36655700.0,104918.0,281642.0,2757482.0,7735919.0,5652173.0,36932392.0,2773179.0,6553812.0,580000.0,7102661.0,16532134.0,0.4510112751904888,0.4510112751904888
76,Boise State,142115,2011,Football Bowl Subdivision,Western Athletic Conference,37293281.0,125596.0,383327.0,4038597.0,8106760.0,5849004.0,37524722.0,3612480.0,9594182.0,1500000.0,7615696.0,18503284.0,0.49615596975766224,0.49615596975766224
77,Boise State,142115,2012,Football Bowl Subdivision,Mountain West Conference,43172225.0,134805.0,411603.0,3954637.0,8512642.0,6337067.0,43440905.0,3668995.0,9261601.0,2287500.0,8306921.0,19350754.0,0.4482223003331424,0.4482223003331424
78,Boise State,142115,2013,Football Bowl Subdivision,Mountain West Conference,43292010.0,184118.0,446068.0,3765927.0,9457314.0,6786098.0,43166257.0,3780877.0,11142524.0,1575000.0,8205637.0,20639525.0,0.47675136820859093,0.47675136820859093
79,Boise State,142115,2014,Football Bowl Subdivision,Mountain West Conference,45680801.0,750743.0,588969.0,3790675.0,8649417.0,6926375.0,45706336.0,4677490.0,11050334.0,667000.0,8427884.0,20706179.0,0.4532796830773611,0.4532796830773611
80,Boise State,142115,2015,Football Bowl Subdivision,Mountain West Conference,44227893.0,1215108.0,593491.0,4143321.0,8154754.0,7451678.0,43858018.0,4525661.0,4409017.0,1642000.0,7929402.0,21558352.0,0.4874379161584749,0.4874379161584749
81,Boise State,142115,2016,Football Bowl Subdivision,Mountain West Conference,46741012.0,697249.0,719556.0,4778831.0,8058551.0,7996993.0,46611768.0,5558766.0,10311076.0,532000.0,7853132.0,22251180.0,0.4760525938120467,0.4760525938120467
82,Boise State,142115,2017,Football Bowl Subdivision,Mountain West Conference,45456789.0,716887.0,745947.0,4919212.0,8558520.0,7798848.0,45486486.0,4641861.0,10328892.0,546500.0,7378826.0,22739414.0,0.50024241703478,0.50024241703478
83,Boise State,142115,2018,Football Bowl Subdivision,Mountain West Conference,47846748.0,678270.0,773739.0,5113432.0,9591083.0,8379098.0,48109196.0,5160439.0,10641121.0,532000.0,6591176.0,24535622.0,0.5127960211632356,0.5127960211632356
84,Bowling Green,201441,2005,Football Bowl Subdivision,Mid-American Conference,16411529.0,149008.0,314778.0,1362820.0,2789826.0,4402073.0,16809396.0,616352.0,2170382.0,656000.0,910131.0,9018505.0,0.5495225338236309,0.5495225338236309
85,Bowling Green,201441,2006,Football Bowl Subdivision,Mid-American Conference,17200166.0,162337.0,348932.0,1334574.0,2934875.0,4782145.0,17615851.0,594163.0,4549215.0,620000.0,1009163.0,9562863.0,0.5559750411711143,0.5559750411711143
86,Bowling Green,201441,2007,Football Bowl Subdivision,Mid-American Conference,17132784.0,170861.0,371906.0,1411348.0,3287864.0,5037479.0,19995372.0,598419.0,4642670.0,1050000.0,1068708.0,10279458.0,0.5999876027153556,0.5999876027153556
87,Bowling Green,201441,2008,Football Bowl Subdivision,Mid-American Conference,17789360.0,127610.0,378557.0,2025311.0,3495931.0,5377106.0,19387291.0,876206.0,2917591.0,1049500.0,1141756.0,11404515.0,0.6410863010248823,0.6410863010248823
88,Bowling Green,201441,2009,Football Bowl Subdivision,Mid-American Conference,18138104.0,111472.0,377267.0,1645560.0,3779236.0,5141764.0,17814168.0,485412.0,999410.0,756500.0,1555220.0,11055299.0,0.6095068701778311,0.6095068701778311
89,Bowling Green,201441,2010,Football Bowl Subdivision,Mid-American Conference,17850240.0,192330.0,357208.0,1626136.0,3839743.0,5316661.0,18850778.0,503047.0,2925651.0,547000.0,1114805.0,11332078.0,0.6348417724355527,0.6348417724355527
90,Bowling Green,201441,2011,Football Bowl Subdivision,Mid-American Conference,18031088.0,196434.0,408781.0,1532903.0,3792853.0,5666507.0,20157361.0,395461.0,2157827.0,1250000.0,1192670.0,11597478.0,0.6431934667503147,0.6431934667503147
91,Bowling Green,201441,2012,Football Bowl Subdivision,Mid-American Conference,18387277.0,195876.0,341097.0,1303043.0,4352340.0,5548560.0,20731957.0,597601.0,911454.0,921000.0,1370319.0,11740916.0,0.6385347868528874,0.6385347868528874
92,Bowling Green,201441,2013,Football Bowl Subdivision,Mid-American Conference,20701488.0,200802.0,495576.0,1988057.0,4168964.0,5442181.0,23611448.0,476822.0,1258174.0,1725000.0,1862294.0,12295580.0,0.5939466766833379,0.5939466766833379
93,Bowling Green,201441,2014,Football Bowl Subdivision,Mid-American Conference,23306965.0,141932.0,361417.0,2166457.0,4721086.0,5768405.0,23469664.0,661333.0,1452756.0,1205055.0,1912792.0,13159297.0,0.564607918705846,0.564607918705846
94,Bowling Green,201441,2015,Football Bowl Subdivision,Mid-American Conference,21823070.0,174382.0,428618.0,2036759.0,4966599.0,5916474.0,21824966.0,420565.0,2151989.0,1030900.0,2070484.0,13522832.0,0.6196576375367902,0.6196576375367902
95,Bowling Green,201441,2016,Football Bowl Subdivision,Mid-American Conference,23719835.0,341762.0,520197.0,2985194.0,5603271.0,6522797.0,22836309.0,429384.0,2068269.0,2164920.0,2000333.0,15973221.0,0.6734119777814643,0.6734119777814643
96,Bowling Green,201441,2017,Football Bowl Subdivision,Mid-American Conference,23753571.0,330359.0,500880.0,2940442.0,5233069.0,6666233.0,25303291.0,631043.0,2192521.0,1026846.0,1941787.0,15670983.0,0.6597316672933093,0.6597316672933093
97,Bowling Green,201441,2018,Football Bowl Subdivision,Mid-American Conference,24393090.0,378457.0,526245.0,2670834.0,5825271.0,6976741.0,24673957.0,561551.0,1911442.0,2020479.0,1870354.0,16377548.0,0.6714011222030501,0.6714011222030501
98,Fresno State,110556,2005,Football Bowl Subdivision,Western Athletic Conference,25350352.0,473531.0,362672.0,4049759.0,5931855.0,3263489.0,26691142.0,1976847.0,7237422.0,850000.0,7651092.0,14081306.0,0.5554678688485273,0.5554678688485273
99,Fresno State,110556,2006,Football Bowl Subdivision,Western Athletic Conference,25634086.0,492180.0,375528.0,4154862.0,6163868.0,3237860.0,27096524.0,1788240.0,6558366.0,777500.0,8545065.0,14424298.0,0.5626999144810546,0.5626999144810546
100,Fresno State,110556,2007,Football Bowl Subdivision,Western Athletic Conference,25871953.0,609704.0,402701.0,3573525.0,5916081.0,3351788.0,26646547.0,2215327.0,4916881.0,1366745.0,9167221.0,13853799.0,0.5354755785154681,0.5354755785154681
101,Fresno State,110556,2008,Football Bowl Subdivision,Western Athletic Conference,28856248.0,702062.0,408552.0,4210625.0,6747113.0,3462544.0,27530567.0,1982515.0,5365866.0,1130384.0,9139442.0,15530896.0,0.5382160563632528,0.5382160563632528
102,Fresno State,110556,2009,Football Bowl Subdivision,Western Athletic Conference,28645243.0,565781.0,356185.0,4233580.0,7479770.0,3734046.0,29833531.0,2440366.0,5033063.0,1388030.0,9026578.0,16369362.0,0.5714513226506753,0.5714513226506753
103,Fresno State,110556,2010,Football Bowl Subdivision,Western Athletic Conference,26690524.0,507641.0,284100.0,3594714.0,7016278.0,4313246.0,26648661.0,2189893.0,5300595.0,953090.0,7641089.0,15715979.0,0.5888224225196927,0.5888224225196927
104,Fresno State,110556,2011,Football Bowl Subdivision,Western Athletic Conference,28838967.0,734263.0,286374.0,3583496.0,7304992.0,4775141.0,30190480.0,2408172.0,7171450.0,360030.0,8155890.0,16684266.0,0.5785320257830316,0.5785320257830316
105,Fresno State,110556,2012,Football Bowl Subdivision,Western Athletic Conference,30174803.0,713908.0,333703.0,3974034.0,7402425.0,4881199.0,30724143.0,2487510.0,4837156.0,1683467.0,6545238.0,17305269.0,0.5735006455551673,0.5735006455551673
106,Fresno State,110556,2013,Football Bowl Subdivision,Mountain West Conference,33050314.0,628435.0,408090.0,4872898.0,8070594.0,4884376.0,33734773.0,2510942.0,4823268.0,1250035.0,6878575.0,18864393.0,0.5707780264962081,0.5707780264962081
107,Fresno State,110556,2014,Football Bowl Subdivision,Mountain West Conference,36436560.0,589144.0,484202.0,5752808.0,8996746.0,5137989.0,36038183.0,3191754.0,4866282.0,525700.0,7891714.0,20960889.0,0.5752707994388054,0.5752707994388054
108,Fresno State,110556,2015,Football Bowl Subdivision,Mountain West Conference,41535096.0,1548007.0,568263.0,5382488.0,9138530.0,5556635.0,39073736.0,3030832.0,6276000.0,1186452.0,7802993.0,22193923.0,0.5343414398271765,0.5343414398271765
109,Fresno State,110556,2016,Football Bowl Subdivision,Mountain West Conference,44055912.0,1597786.0,622555.0,6059192.0,9487858.0,6578209.0,44804147.0,3113190.0,9155151.0,1004676.0,5368827.0,24345600.0,0.5526068782777667,0.5526068782777667
110,Fresno State,110556,2017,Football Bowl Subdivision,Mountain West Conference,44119522.0,1698283.0,676698.0,5445276.0,10714289.0,7044932.0,46215249.0,3443322.0,9601295.0,1075140.0,5119849.0,25579478.0,0.5797768615897516,0.5797768615897516
111,Fresno State,110556,2018,Football Bowl Subdivision,Mountain West Conference,51050676.0,1782138.0,647539.0,7377537.0,12251013.0,7811164.0,50636750.0,3582959.0,8837259.0,2674961.0,6204440.0,29869391.0,0.5850929574370377,0.5850929574370377
112,Central Michigan,169248,2005,Football Bowl Subdivision,Mid-American Conference,16735819.0,356400.0,386884.0,973946.0,3208173.0,3246816.0,16735819.0,127116.0,1106807.0,703400.0,484718.0,8172219.0,0.4883070855391063,0.4883070855391063
