,Team,Year,Week,Win,Team H/A/N,Opponent,Team Conference,Opponent Conference,Team YPPA 8 Game Avg,Team YPRA 8 Game Avg,Team TOP 8 Game Avg,Team TO 8 Game Avg,Team Points 8 Game Avg,Team Pen Yards 8 Game Avg,Opponent YPPA 8 Game Avg,Opponent YPRA 8 Game Avg,Opponent TOP 8 Game Avg,Opponent TO 8 Game Avg,Opponent Points 8 Game Avg,Opponent Pen Yards 8 Game Avg
6945,Rice,2014,1,0,A,Notre Dame,CUSA,Independent,8.592499999999998,4.132500000000001,1946.0,1.375,29.0,38.125,9.257500000000002,4.798750000000002,1734.625,1.25,29.75,32.75
6946,Michigan,2014,2,0,A,Notre Dame,Big 10,Independent,7.653750000000002,2.388749999999998,1848.875,1.25,23.125,28.875,9.258750000000003,4.6125000000000025,1721.375,1.125,31.875,30.5
6947,Purdue,2014,3,0,A,Notre Dame,Big 10,Independent,6.0025,2.3374999999999995,1632.875,1.875,14.75,42.125,8.477500000000003,4.613750000000002,1750.125,1.25,30.0,35.25
6948,Syracuse,2014,5,0,H,Notre Dame,ACC,Independent,6.171249999999998,4.789999999999999,1941.25,1.125,21.125,61.875,8.125000000000004,4.188750000000002,1831.75,1.625,29.125,38.375
6949,Stanford,2014,6,0,A,Notre Dame,PAC 12,Independent,9.05875,4.511249999999999,1884.375,1.625,28.375,55.75,7.806250000000003,3.9737500000000026,1879.375,1.5,28.625,34.0
6950,North Carolina,2014,7,0,A,Notre Dame,ACC,Independent,6.781249999999998,4.12375,1506.125,1.625,33.125,72.875,7.743750000000002,3.985000000000003,1870.125,1.75,32.0,40.375
6951,Florida State,2014,8,1,H,Notre Dame,ACC,Independent,8.598750000000003,3.8675000000000006,1766.375,2.125,38.375,59.75,7.7650000000000015,4.212500000000003,1926.75,1.75,32.875,46.875
6952,Navy,2014,10,0,H,Notre Dame,Independent,Independent,7.8062499999999995,6.0074999999999985,1874.125,1.5,29.375,28.0,8.49125,4.4025000000000025,1841.375,1.75,35.375,38.875
6953,Arizona State,2014,11,1,H,Notre Dame,PAC 12,Independent,8.030000000000005,4.384999999999998,1729.25,1.125,35.625,35.875,8.175,3.701250000000002,1844.375,2.375,33.25,43.0
6954,Northwestern,2014,12,1,A,Notre Dame,Big 10,Independent,5.647499999999999,2.977500000000001,1813.5,1.5,19.625,50.5,8.24125,4.143750000000002,1853.875,2.875,34.375,46.375
6955,Louisville,2014,13,1,A,Notre Dame,ACC,Independent,8.002500000000005,3.545,1959.75,1.625,28.625,57.0,8.66,4.1125000000000025,1790.0,2.875,34.125,45.5
6956,USC,2014,14,1,H,Notre Dame,PAC 12,Independent,8.568750000000001,3.9575000000000014,1829.125,1.125,36.25,77.375,8.285,4.141250000000002,1708.0,2.5,32.0,39.875
6957,LSU,2014,17,0,N,Notre Dame,SEC,Independent,6.3199999999999985,4.638750000000001,1977.375,1.125,19.0,46.0,8.478750000000002,4.282500000000002,1762.0,2.25,33.75,40.5
6958,Texas,2015,1,0,A,Notre Dame,Big 12,Independent,6.055,3.296250000000002,1645.5,1.75,20.375,44.875,9.193750000000001,4.161250000000003,1811.125,1.875,32.25,35.875
6959,Virginia,2015,2,0,H,Notre Dame,ACC,Independent,6.75375,2.936250000000002,1891.0,1.5,20.375,57.25,9.303750000000003,4.530000000000002,1764.375,1.625,33.125,32.5
6960,Georgia Tech,2015,3,0,A,Notre Dame,ACC,Independent,8.8875,5.988749999999998,2125.625,1.375,40.0,30.625,8.737500000000004,4.671250000000002,1766.25,1.75,30.75,38.75
6961,Massachusetts,2015,4,0,A,Notre Dame,MAC,Independent,7.137500000000003,3.78625,1667.125,2.0,23.25,58.125,8.377500000000005,5.656250000000003,1764.0,1.25,34.625,42.75
6962,Clemson,2015,5,1,H,Notre Dame,ACC,Independent,6.555000000000007,4.148750000000002,1826.125,1.875,25.375,39.0,8.626250000000006,5.436250000000003,1777.25,1.25,32.375,42.5
6963,Navy,2015,6,0,A,Notre Dame,AAC,Independent,7.341249999999999,5.397499999999998,1893.625,1.375,30.625,34.125,8.530000000000006,5.566250000000004,1827.0,1.25,34.0,42.375
6964,USC,2015,7,0,A,Notre Dame,PAC 12,Independent,9.27,5.12,1650.0,1.0,40.5,72.375,9.055000000000007,5.810000000000004,1875.875,1.125,37.375,43.0
6965,Temple,2015,9,0,H,Notre Dame,AAC,Independent,6.932499999999996,3.3887499999999995,1914.125,1.75,24.75,75.875,9.200000000000006,5.842500000000005,1836.375,1.375,36.5,51.25
6966,Pittsburgh,2015,10,0,H,Notre Dame,ACC,Independent,7.643749999999994,3.8712500000000025,1962.5,0.75,24.25,41.875,8.758750000000006,5.848750000000005,1795.0,1.5,37.0,48.875
6967,Wake Forest,2015,11,0,A,Notre Dame,ACC,Independent,5.7037499999999985,2.956250000000002,1866.875,2.0,14.625,46.875,8.626250000000006,5.631250000000006,1776.875,1.5,36.25,49.5
6968,Boston College,2015,12,0,N,Notre Dame,ACC,Independent,5.343749999999998,2.9937500000000017,1808.5,2.0,11.125,53.625,8.670000000000005,5.258750000000006,1806.875,1.875,34.875,46.5
6969,Stanford,2015,13,1,H,Notre Dame,PAC 12,Independent,8.978749999999998,5.36875,2149.25,1.0,40.375,36.625,8.840000000000005,5.206250000000006,1760.125,1.875,31.625,45.25
6970,Ohio State,2015,17,1,N,Notre Dame,Big 10,Independent,7.541250000000004,5.117499999999996,1812.625,0.625,36.5,38.0,8.627500000000005,5.238750000000006,1739.75,1.625,32.375,42.125
6971,Texas,2016,1,1,H,Notre Dame,Big 12,Independent,6.683749999999998,5.37875,1725.625,1.25,30.5,57.5,8.486250000000005,5.242500000000005,1751.625,1.5,33.125,45.75
6972,Nevada,2016,2,0,A,Notre Dame,MWC,Independent,7.3962499999999975,4.425000000000001,1800.875,1.0,24.625,49.25,8.125000000000005,5.1287500000000055,1786.625,1.5,32.875,52.5
6973,Michigan State,2016,3,1,A,Notre Dame,Big 10,Independent,6.9587500000000055,3.7137499999999983,2049.0,1.5,29.75,48.625,8.248750000000005,4.736250000000005,1714.0,1.625,33.375,48.75
6974,Duke,2016,4,1,A,Notre Dame,ACC,Independent,6.345000000000001,4.5849999999999955,1701.375,2.25,26.75,47.5,8.276250000000005,4.732500000000005,1682.25,1.875,32.5,48.75
6975,Syracuse,2016,5,0,H,Notre Dame,ACC,Independent,6.138749999999996,3.7812499999999987,1779.25,1.5,25.625,53.625,9.228750000000005,4.638750000000005,1736.0,2.0,35.25,50.0
6976,NC State,2016,6,1,H,Notre Dame,ACC,Independent,6.862500000000001,4.7075,1924.75,1.25,30.375,65.125,8.436250000000005,4.365000000000005,1710.125,1.75,33.25,51.125
6977,Stanford,2016,7,1,A,Notre Dame,PAC 12,Independent,7.928749999999999,4.286250000000001,1861.625,1.625,25.0,49.75,7.930000000000005,3.8437500000000044,1733.625,1.875,30.0,48.875
6978,Miami FL,2016,9,0,A,Notre Dame,ACC,Independent,8.560000000000006,3.5775000000000037,1632.0,1.25,25.875,74.625,7.861250000000005,4.0087500000000045,1728.625,1.875,30.25,53.0
6979,Navy,2016,10,1,H,Notre Dame,AAC,Independent,11.586249999999996,4.971249999999998,2043.0,1.125,33.5,16.25,7.902500000000006,4.082500000000005,1679.25,1.875,27.75,50.875
6980,Army,2016,11,0,A,Notre Dame,Independent,Independent,8.683749999999993,4.738749999999998,2047.75,2.125,22.5,48.125,7.880000000000006,4.191250000000005,1685.5,1.875,28.375,43.5
6981,Virginia Tech,2016,12,1,A,Notre Dame,ACC,Independent,8.377500000000001,3.8912500000000003,1854.75,1.25,32.375,37.25,7.632500000000006,4.601250000000005,1724.5,1.5,28.75,46.875
6982,USC,2016,13,1,H,Notre Dame,PAC 12,Independent,8.33,5.5649999999999995,2035.5,1.625,38.375,73.25,7.158750000000007,4.603750000000005,1721.0,1.375,27.75,51.125
6983,Temple,2017,1,0,A,Notre Dame,AAC,Independent,9.188749999999997,3.9825,2111.375,0.875,30.625,35.875,6.242500000000007,5.183750000000005,1682.125,1.375,27.625,46.75
6984,Georgia,2017,2,1,A,Notre Dame,SEC,Independent,6.469999999999991,4.577499999999995,1924.75,1.625,24.25,47.5,6.658750000000007,5.176250000000006,1679.25,1.25,29.625,49.625
6985,Boston College,2017,3,0,H,Notre Dame,ACC,Independent,5.487499999999995,2.9550000000000023,1901.25,1.75,18.75,51.0,6.440000000000007,5.892500000000006,1697.5,1.25,34.5,49.375
6986,Michigan State,2017,4,0,H,Notre Dame,Big 10,Independent,6.763750000000007,4.839999999999997,2065.25,1.625,26.0,52.625,6.656250000000006,5.823750000000006,1692.75,1.0,35.5,50.875
6987,Miami OH,2017,5,0,A,Notre Dame,MAC,Independent,8.702500000000008,3.888749999999998,1946.75,1.0,25.0,53.75,6.5475000000000065,6.257500000000006,1680.25,1.0,38.625,52.5
6988,North Carolina,2017,6,0,H,Notre Dame,ACC,Independent,7.039999999999996,3.72875,1591.0,1.75,24.5,61.75,6.210000000000006,6.246250000000006,1696.5,1.125,37.25,58.125
6989,USC,2017,8,0,A,Notre Dame,PAC 12,Independent,7.963749999999999,4.618749999999999,1780.5,2.375,31.875,60.875,5.9762500000000065,6.553750000000006,1705.125,1.125,39.5,54.75
6990,NC State,2017,9,0,A,Notre Dame,ACC,Independent,7.808749999999999,3.9712500000000004,1866.0,0.625,31.75,46.375,5.846250000000007,6.770000000000007,1745.125,0.875,40.5,51.625
6991,Wake Forest,2017,10,0,A,Notre Dame,ACC,Independent,8.648749999999998,4.066250000000002,1664.125,0.625,29.5,45.25,6.165000000000006,6.603750000000007,1787.875,0.75,40.375,54.125
6992,Miami FL,2017,11,1,H,Notre Dame,ACC,Independent,8.092500000000001,4.962500000000005,1748.5,1.125,31.5,53.875,6.192500000000006,6.796250000000007,1778.25,1.0,39.0,52.375
6993,Navy,2017,12,0,A,Notre Dame,AAC,Independent,9.883749999999997,5.674999999999998,2210.0,1.75,31.875,53.25,6.886250000000006,6.191250000000006,1686.125,0.875,35.875,51.125
6994,Stanford,2017,13,1,H,Notre Dame,PAC 12,Independent,7.117499999999998,5.282500000000001,1855.875,0.75,28.375,49.75,6.930000000000006,6.060000000000007,1706.0,1.25,33.625,53.125
6995,LSU,2017,17,0,N,Notre Dame,SEC,Independent,9.20624999999999,4.690000000000003,2022.375,0.375,27.375,41.5,6.970000000000006,5.551250000000007,1690.625,1.5,29.75,47.5
6996,Michigan,2018,1,0,A,Notre Dame,Big 10,Independent,6.180000000000001,3.948749999999999,1857.625,1.375,22.75,43.625,7.347500000000006,5.1550000000000065,1630.0,1.375,28.625,42.5
6997,Ball State,2018,2,0,A,Notre Dame,MAC,Independent,4.5925,3.7375000000000043,2037.0,1.625,13.375,34.75,7.863750000000007,4.508750000000006,1609.25,1.75,25.5,38.625
6998,Vanderbilt,2018,3,0,A,Notre Dame,SEC,Independent,8.222500000000005,4.153750000000001,1884.125,1.75,28.875,57.5,7.8287500000000065,4.410000000000006,1583.125,1.75,23.875,42.875
6999,Wake Forest,2018,4,0,H,Notre Dame,ACC,Independent,7.00625,4.850000000000002,1655.875,1.75,36.625,37.5,7.872500000000007,4.131250000000007,1539.125,1.875,24.875,42.5
7000,Stanford,2018,5,0,A,Notre Dame,PAC 12,Independent,8.49625,3.7737500000000006,1788.75,0.625,27.875,37.625,8.221250000000007,4.371250000000007,1601.875,1.375,28.625,44.75
7001,Virginia Tech,2018,6,0,H,Notre Dame,ACC,Independent,7.382500000000002,3.8612499999999996,1953.875,0.875,23.25,46.125,8.050000000000006,4.366250000000007,1676.875,1.375,31.25,42.75
7002,Pittsburgh,2018,7,0,A,Notre Dame,ACC,Independent,6.287499999999987,4.188750000000003,1913.25,1.625,21.75,61.0,7.956250000000006,4.192500000000007,1661.5,1.25,31.125,37.0
7003,Navy,2018,9,0,H,Notre Dame,AAC,Independent,5.376249999999996,5.027499999999999,2112.375,1.0,28.0,25.75,8.242500000000007,4.372500000000008,1733.125,1.25,34.0,40.125
7004,Northwestern,2018,10,0,H,Notre Dame,Big 10,Independent,5.975,2.1524999999999994,1809.375,1.625,23.875,23.625,8.537500000000007,4.4000000000000075,1741.75,1.25,34.875,42.375
7005,Florida State,2018,11,0,A,Notre Dame,ACC,Independent,7.417500000000004,2.258750000000002,1656.75,1.875,23.5,78.75,7.990000000000007,4.956250000000007,1789.5,1.125,37.125,49.125
7006,Syracuse,2018,12,0,N,Notre Dame,ACC,Independent,6.8224999999999945,4.232499999999999,1750.875,1.625,37.5,57.5,8.301250000000007,4.912500000000007,1800.125,1.25,38.875,48.125
7007,USC,2018,13,0,H,Notre Dame,PAC 12,Independent,7.478749999999998,4.089999999999998,1768.25,1.875,26.75,78.25,8.301250000000007,4.646250000000006,1798.625,1.25,34.875,48.25
7008,Clemson,2018,17,1,N,Notre Dame,ACC,Independent,7.838750000000002,6.283750000000005,1775.125,1.0,45.875,48.25,7.837500000000006,4.341250000000006,1744.0,1.5,30.5,46.125
7009,New Mexico State,2011,1,0,H,Ohio,WAC,MAC,8.83,0.26,1703.0,1.0,24.0,30.0,7.03,5.13,1897.0,2.0,44.0,61.0
7010,Marshall,2011,3,0,A,Ohio,CUSA,MAC,5.836666666666667,3.6566666666666663,1543.0,2.6666666666666665,15.333333333333334,65.66666666666667,8.315,5.029999999999999,2033.5,2.0,44.0,53.0
7011,Rutgers,2011,4,1,H,Ohio,Big East,MAC,6.17,1.87,2144.5,1.0,30.0,47.5,8.683333333333332,4.296666666666666,1757.3333333333333,2.6666666666666665,38.0,60.0
7012,Kent State,2011,5,0,A,Ohio,MAC,MAC,3.0825,2.035,1781.0,2.75,7.25,76.5,8.155,3.96,1755.75,2.25,32.75,62.25
7013,Buffalo,2011,6,1,H,Ohio,MAC,MAC,6.244,4.218,1794.2,0.6,18.4,48.4,7.622,4.534000000000001,1734.4,2.0,33.6,63.2
7014,Ball State,2011,7,1,A,Ohio,MAC,MAC,5.837142857142857,3.7014285714285715,1941.857142857143,1.4285714285714286,19.857142857142858,32.57142857142857,7.873333333333334,4.5,1672.6666666666667,2.1666666666666665,31.333333333333332,58.333333333333336
7015,Akron,2011,8,0,H,Ohio,MAC,MAC,5.536666666666666,2.748333333333333,1656.0,2.1666666666666665,12.833333333333334,53.0,8.334285714285715,4.475714285714285,1688.2857142857142,2.2857142857142856,32.142857142857146,64.28571428571429
7016,Temple,2011,10,0,A,Ohio,MAC,MAC,8.08625,4.94125,2060.125,1.25,27.375,44.5,8.6975,4.63,1688.875,2.125,32.5,63.5
7017,Central Michigan,2011,11,0,H,Ohio,MAC,MAC,7.698749999999997,4.3,1722.75,2.0,25.75,48.375,9.00375,4.611249999999999,1715.0,2.0,32.375,66.625
7018,Bowling Green,2011,12,0,H,Ohio,MAC,MAC,6.515000000000001,3.585000000000001,1697.625,2.125,19.875,33.625,8.7025,4.6274999999999995,1705.5,2.0,30.5,68.75
7019,Miami OH,2011,13,0,A,Ohio,MAC,MAC,8.791250000000002,2.6225,1740.0,1.625,25.5,46.5,8.50125,4.9487499999999995,1780.75,1.625,29.875,64.5
7020,Northern Illinois,2011,14,1,N,Ohio,MAC,MAC,8.265,5.807499999999999,1783.25,1.5,39.0,60.0,8.625,4.996249999999999,1816.75,1.875,30.25,61.5
7021,Utah State,2011,17,0,N,Ohio,WAC,MAC,8.128749999999998,5.62875,1742.625,2.0,31.5,60.75,8.996250000000002,4.514999999999999,1811.625,1.75,28.625,58.75
7022,Penn State,2012,1,0,H,Ohio,Big 10,MAC,5.595,4.23875,1715.0,2.125,17.0,40.125,8.842500000000003,4.438749999999999,1903.0,1.375,29.125,58.875
7023,New Mexico State,2012,2,0,A,Ohio,WAC,MAC,6.820000000000001,3.531249999999999,1714.125,2.25,23.0,49.0,8.708750000000004,4.616249999999999,1919.5,1.125,30.875,57.0
7024,Marshall,2012,3,0,H,Ohio,CUSA,MAC,7.756249999999998,3.5037499999999997,1876.0,2.5,29.875,48.5,8.017500000000004,4.381249999999999,1943.625,1.125,29.875,53.875
7025,Buffalo,2012,6,0,A,Ohio,MAC,MAC,5.4625,4.229999999999997,1814.5,1.75,23.375,58.875,7.683750000000003,4.276249999999999,1864.25,1.125,29.25,54.25
7026,Akron,2012,7,0,A,Ohio,MAC,MAC,5.2562500000000005,3.8762499999999998,1697.125,2.375,24.25,53.75,7.628750000000004,4.237499999999999,1850.75,0.875,29.875,51.5
7027,Miami OH,2012,9,1,H,Ohio,MAC,MAC,7.316250000000004,2.2749999999999995,1764.875,1.625,20.25,31.375,7.620000000000003,4.0337499999999995,1845.0,0.75,29.75,53.75
7028,Eastern Michigan,2012,10,0,A,Ohio,MAC,MAC,6.514999999999998,4.346250000000001,1670.625,1.625,21.875,57.375,7.813750000000002,4.5225,1792.625,0.625,32.875,52.25
7029,Bowling Green,2012,11,1,A,Ohio,MAC,MAC,5.918750000000001,5.018750000000002,1826.75,1.125,20.125,62.125,7.288750000000003,4.43125,1835.875,0.625,31.625,47.875
7030,Ball State,2012,12,1,H,Ohio,MAC,MAC,7.3774999999999995,4.877500000000001,1885.625,1.625,35.5,45.5,7.227500000000004,4.688750000000001,1817.125,0.75,32.0,49.75
7031,Kent State,2012,13,1,H,Ohio,MAC,MAC,6.704999999999998,6.506250000000001,1855.5,1.5,36.25,36.125,6.757500000000004,4.237500000000001,1828.75,0.875,26.375,43.125
7032,Louisiana Monroe,2012,17,0,N,Ohio,Sun Belt,MAC,7.0424999999999995,3.51125,1692.5,1.5,29.375,46.375,7.875000000000004,4.478750000000001,1791.125,1.0,28.625,48.75
7033,Louisville,2013,1,1,H,Ohio,AAC,MAC,9.356250000000006,2.9787500000000007,1982.875,1.0,31.75,59.125,7.797500000000005,4.322500000000001,1777.75,1.0,24.75,38.875
7034,North Texas,2013,2,0,A,Ohio,CUSA,MAC,7.778750000000001,4.108750000000001,1997.875,2.25,24.0,49.25,7.950000000000005,4.3637500000000005,1754.0,1.375,23.875,46.125
7035,Marshall,2013,3,0,A,Ohio,CUSA,MAC,7.273750000000001,4.1724999999999985,1666.125,1.625,41.375,46.5,7.863750000000004,4.10125,1801.25,1.375,25.625,43.375
7036,Akron,2013,6,0,H,Ohio,MAC,MAC,5.943750000000001,3.6,1733.25,1.5,17.375,57.25,7.7587500000000045,3.6675000000000004,1815.25,1.25,25.375,43.625
7037,Eastern Michigan,2013,8,0,H,Ohio,MAC,MAC,6.701249999999998,4.08875,1954.0,1.75,17.5,42.25,8.737500000000004,3.9300000000000006,1782.0,1.375,30.625,49.875
7038,Miami OH,2013,9,0,A,Ohio,MAC,MAC,5.530000000000005,2.6324999999999994,1625.125,1.625,12.0,39.75,8.970000000000004,3.888750000000001,1775.625,1.375,32.375,50.375
7039,Buffalo,2013,11,1,H,Ohio,MAC,MAC,7.8475,4.168749999999996,1964.875,0.625,31.5,70.0,8.726250000000006,3.875000000000001,1734.0,1.25,32.0,50.75
7040,Bowling Green,2013,12,1,H,Ohio,MAC,MAC,9.353749999999998,4.60375,1971.375,0.625,31.125,37.75,7.335000000000005,3.396250000000001,1733.75,1.25,26.375,44.375
7041,Kent State,2013,13,1,A,Ohio,MAC,MAC,6.447499999999999,5.8275,1825.875,1.75,24.625,47.875,7.143750000000006,3.288750000000001,1741.75,1.25,27.125,55.5
7042,Massachusetts,2013,14,0,A,Ohio,MAC,MAC,5.9399999999999995,3.4637500000000006,1837.875,2.375,14.0,40.875,7.1725000000000065,3.580000000000002,1700.375,1.25,30.125,52.375
7043,East Carolina,2013,17,1,N,Ohio,CUSA,MAC,8.083749999999998,4.26875,1735.75,1.125,43.75,45.75,7.222500000000007,3.7325000000000017,1632.5,1.625,28.375,55.375
7044,Kent State,2014,1,0,H,Ohio,MAC,MAC,6.518749999999999,5.27,1797.25,1.5,22.375,48.625,7.553750000000008,3.7587500000000014,1638.5,2.0,25.125,51.625
7045,Kentucky,2014,2,1,H,Ohio,SEC,MAC,6.24375,3.3875000000000015,1799.5,1.125,16.375,45.5,6.625000000000007,3.545000000000001,1589.25,2.0,18.5,49.875
7046,Marshall,2014,3,1,H,Ohio,CUSA,MAC,9.462499999999999,5.8024999999999975,1660.625,1.25,43.625,50.25,6.242500000000007,3.4150000000000014,1547.75,2.125,15.125,52.5
7047,Idaho,2014,4,0,A,Ohio,Sun Belt,MAC,6.274999999999999,3.1475,1774.875,2.0,22.125,60.375,7.2350000000000065,3.8850000000000016,1566.5,2.125,19.25,56.125
7048,Central Michigan,2014,6,1,H,Ohio,MAC,MAC,8.156249999999996,3.60875,1871.375,2.0,26.625,42.0,7.378750000000006,4.127500000000001,1501.25,1.875,20.5,55.0
7049,Bowling Green,2014,7,1,A,Ohio,MAC,MAC,8.101249999999999,3.750000000000001,1635.375,1.5,35.125,66.625,7.550000000000006,4.218750000000001,1617.875,2.0,20.5,61.75
7050,Akron,2014,8,0,A,Ohio,MAC,MAC,5.992500000000001,3.919999999999999,1771.0,1.75,20.75,82.625,7.190000000000007,3.8025000000000007,1673.25,1.875,17.0,67.625
7051,Western Michigan,2014,9,1,H,Ohio,MAC,MAC,8.972500000000002,3.89,1884.75,1.125,28.375,52.5,7.245000000000006,3.7462500000000007,1679.875,1.75,17.125,66.125
7052,Buffalo,2014,11,0,A,Ohio,MAC,MAC,6.8475,3.6862499999999945,1883.125,2.125,26.125,53.25,6.906250000000005,3.778750000000001,1732.25,1.5,19.625,66.125
7053,Northern Illinois,2014,13,1,A,Ohio,MAC,MAC,6.907500000000004,4.923749999999998,1646.125,0.875,26.25,58.25,6.953750000000005,4.1000000000000005,1821.5,1.625,21.0,64.125
7054,Miami OH,2014,14,0,H,Ohio,MAC,MAC,6.848750000000006,4.3125,1636.625,1.125,24.625,61.625,7.013750000000004,4.108750000000001,1875.625,1.75,22.25,57.75
7055,Idaho,2015,1,0,H,Ohio,Sun Belt,MAC,6.383749999999998,3.72125,1910.25,3.0,23.375,47.0,6.901250000000004,4.058750000000001,1868.0,1.75,23.375,61.25
7056,Marshall,2015,2,0,A,Ohio,CUSA,MAC,7.593749999999999,6.783749999999999,1646.125,2.0,39.5,80.5,6.997500000000003,4.137500000000001,1994.625,2.0,24.75,74.0
7057,Minnesota,2015,4,1,H,Ohio,Big 10,MAC,6.407499999999999,4.198750000000001,1826.0,1.75,21.25,52.75,7.142500000000003,4.288750000000001,1924.25,1.75,26.125,61.25
7058,Akron,2015,5,0,H,Ohio,MAC,MAC,5.201250000000002,3.5612500000000002,1768.75,1.875,18.125,71.25,7.248750000000003,3.9662500000000014,1895.25,1.625,25.0,55.125
7059,Miami OH,2015,6,0,A,Ohio,MAC,MAC,6.215000000000007,3.1525,1612.625,2.75,15.25,49.125,7.131250000000003,4.167500000000001,1962.25,1.5,26.625,56.75
7060,Western Michigan,2015,7,1,A,Ohio,MAC,MAC,8.021249999999998,3.6900000000000004,1948.875,2.25,27.5,55.75,6.898750000000003,4.053750000000001,1891.75,1.25,23.75,59.625
7061,Buffalo,2015,8,1,H,Ohio,MAC,MAC,6.947500000000001,4.274999999999995,1938.75,1.5,30.125,76.875,7.120000000000004,3.601250000000001,1858.375,1.5,24.125,63.125
7062,Bowling Green,2015,10,1,H,Ohio,MAC,MAC,10.121249999999998,4.33125,1790.25,0.5,47.875,82.25,7.027500000000004,3.7087500000000007,1887.25,1.375,24.125,69.5
7063,Kent State,2015,11,0,A,Ohio,MAC,MAC,4.612499999999998,3.493749999999998,1681.125,1.125,11.875,73.875,6.625000000000005,3.7650000000000006,1938.625,1.25,21.875,64.875
7064,Ball State,2015,12,0,A,Ohio,MAC,MAC,5.856249999999999,3.6562500000000027,1555.375,1.125,21.0,39.375,7.507500000000006,3.9437500000000005,1962.375,1.0,25.25,59.25
7065,Northern Illinois,2015,13,0,H,Ohio,MAC,MAC,7.881250000000004,4.752499999999999,1661.0,1.625,38.0,57.5,7.332500000000007,4.022500000000001,2004.75,1.25,25.5,55.375
7066,Appalachian State,2015,17,1,N,Ohio,Sun Belt,MAC,8.891249999999998,5.87125,1850.125,1.75,37.625,52.5,7.272500000000006,4.206250000000001,2021.0,1.5,27.375,57.125
7067,Texas State,2016,1,1,A,Ohio,Sun Belt,MAC,5.877500000000001,4.465000000000002,1741.125,1.75,26.875,55.375,7.471250000000007,4.281250000000001,1994.75,1.625,29.875,63.125
7068,Kansas,2016,2,0,H,Ohio,Big 12,MAC,5.6762500000000005,2.6325000000000003,1546.25,2.5,13.625,54.75,7.2575000000000065,4.5862500000000015,2125.625,1.75,32.75,66.75
7069,Tennessee,2016,3,1,H,Ohio,SEC,MAC,6.2849999999999975,4.6374999999999975,1819.0,1.0,32.625,53.75,7.031250000000006,4.753750000000001,2136.0,1.25,33.0,63.25
7070,Miami OH,2016,5,0,H,Ohio,MAC,MAC,7.853750000000006,3.08625,1852.875,2.125,21.5,62.25,6.676250000000006,4.446250000000001,2091.25,1.125,32.125,57.5
